,arg_names,arg_text,arg_types,args_string,args_vals,class_name,link,module,section_name
34,"['n_components', 'algorithm', 'whiten', 'fun', 'fun_args', 'max_iter', 'tol', 'w_init', 'random_state']","['n_components : int, optional', ""algorithm : {'parallel', 'deflation'}"", 'whiten : boolean, optional', ""fun : string or function, optional. Default: 'logcosh'"", 'fun_args : dictionary, optional', 'max_iter : int, optional', 'tol : float, optional', 'w_init : None of an (n_components, n_components) ndarray', 'random_state : int or RandomState']","[""<type 'int'>"", None, ""<type 'bool'>"", ""<type 'str'>"", ""<type 'dict'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'numpy.ndarray'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=None, algorithm='parallel', whiten=True, fun='logcosh', fun_args=None, max_iter=200, tol=0.0001, w_init=None, random_state=None","[('n_components', 'None'), ('algorithm', ""'parallel'""), ('whiten', 'True'), ('fun', ""'logcosh'""), ('fun_args', 'None'), ('max_iter', '200'), ('tol', '0.0001'), ('w_init', 'None'), ('random_state', 'None')]",FastICA,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.FastICA.html#sklearn.decomposition.FastICA,sklearn.decomposition,Matrix Decomposition
35,"['n_components', 'algorithm', 'n_iter', 'random_state', 'tol']","['n_components : int, default = 2', ""algorithm : string, default = 'randomized'"", 'n_iter : int, optional', 'random_state : int or RandomState, optional', 'tol : float, optional']","[""<type 'int'>"", ""<type 'str'>"", ""<type 'int'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)"", ""<type 'float'>""]","n_components=2, algorithm='randomized', n_iter=5, random_state=None, tol=0.0","[('n_components', '2'), ('algorithm', ""'randomized'""), ('n_iter', '5'), ('random_state', 'None'), ('tol', '0.0')]",TruncatedSVD,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.TruncatedSVD.html#sklearn.decomposition.TruncatedSVD,sklearn.decomposition,Matrix Decomposition
36,"['n_components', 'init', 'solver', 'tol', 'max_iter', 'random_state', 'alpha', 'l1_ratio', 'shuffle', 'nls_max_iter', 'sparseness', 'beta', 'eta']","['n_components : int or None', ""init :  'random' | 'nndsvd' |  'nndsvda' | 'nndsvdar' | 'custom'"", ""solver : 'pg' | 'cd'"", 'tol : double, default: 1e-4', 'max_iter : integer, default: 200', 'random_state : integer seed, RandomState instance, or None (default)', 'alpha : double, default: 0.', 'l1_ratio : double, default: 0.', 'shuffle : boolean, default: False', 'nls_max_iter : integer, default: 2000', ""sparseness : 'data' | 'components' | None, default: None"", 'beta : double, default: 1', 'eta : double, default: 0.1']","[""(<type 'int'>, None)"", None, None, ""<type 'float'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", None, ""<type 'float'>"", ""<type 'float'>""]","n_components=None, init=None, solver='cd', tol=0.0001, max_iter=200, random_state=None, alpha=0.0, l1_ratio=0.0, verbose=0, shuffle=False, nls_max_iter=2000, sparseness=None, beta=1, eta=0.1","[('n_components', 'None'), ('init', 'None'), ('solver', ""'cd'""), ('tol', '0.0001'), ('max_iter', '200'), ('random_state', 'None'), ('alpha', '0.0'), ('l1_ratio', '0.0'), ('verbose', '0'), ('shuffle', 'False'), ('nls_max_iter', '2000'), ('sparseness', 'None'), ('beta', '1'), ('eta', '0.1')]",NMF,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.NMF.html#sklearn.decomposition.NMF,sklearn.decomposition,Matrix Decomposition
37,"['n_components', 'alpha', 'ridge_alpha', 'max_iter', 'tol', 'method', 'n_jobs', 'U_init', 'V_init', 'verbose :', 'random_state']","['n_components : int,', 'alpha : float,', 'ridge_alpha : float,', 'max_iter : int,', 'tol : float,', ""method : {'lars', 'cd'}"", 'n_jobs : int,', 'U_init : array of shape (n_samples, n_components),', 'V_init : array of shape (n_components, n_features),', 'verbose : :', 'random_state : int or RandomState']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'float'>"", None, ""<type 'int'>"", ""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>"", None, ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=None, alpha=1, ridge_alpha=0.01, max_iter=1000, tol=1e-08, method='lars', n_jobs=1, U_init=None, V_init=None, verbose=False, random_state=None","[('n_components', 'None'), ('alpha', '1'), ('ridge_alpha', '0.01'), ('max_iter', '1000'), ('tol', '1e-08'), ('method', ""'lars'""), ('n_jobs', '1'), ('U_init', 'None'), ('V_init', 'None'), ('verbose', 'False'), ('random_state', 'None')]",SparsePCA,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparsePCA.html#sklearn.decomposition.SparsePCA,sklearn.decomposition,Matrix Decomposition
38,"['n_components', 'alpha', 'ridge_alpha', 'n_iter', 'callback', 'batch_size', 'verbose :', 'shuffle', 'n_jobs', 'method', 'random_state']","['n_components : int,', 'alpha : int,', 'ridge_alpha : float,', 'n_iter : int,', 'callback : callable,', 'batch_size : int,', 'verbose : :', 'shuffle : boolean,', 'n_jobs : int,', ""method : {'lars', 'cd'}"", 'random_state : int or RandomState']","[""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", '<built-in function callable>', ""<type 'int'>"", None, ""<type 'bool'>"", ""<type 'int'>"", None, ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=None, alpha=1, ridge_alpha=0.01, n_iter=100, callback=None, batch_size=3, verbose=False, shuffle=True, n_jobs=1, method='lars', random_state=None","[('n_components', 'None'), ('alpha', '1'), ('ridge_alpha', '0.01'), ('n_iter', '100'), ('callback', 'None'), ('batch_size', '3'), ('verbose', 'False'), ('shuffle', 'True'), ('n_jobs', '1'), ('method', ""'lars'""), ('random_state', 'None')]",MiniBatchSparsePCA,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchSparsePCA.html#sklearn.decomposition.MiniBatchSparsePCA,sklearn.decomposition,Matrix Decomposition
39,"['dictionary', 'transform_algorithm', 'transform_n_nonzero_coefs', 'transform_alpha', 'split_sign', 'n_jobs']","['dictionary : array, [n_components, n_features]', ""transform_algorithm : {'lasso_lars', 'lasso_cd', 'lars', 'omp',     'threshold'}"", 'transform_n_nonzero_coefs : int, 0.1 * n_features by default', 'transform_alpha : float, 1. by default', 'split_sign : bool, False by default', 'n_jobs : int,']","[""<type 'numpy.ndarray'>"", None, ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>""]","dictionary=None, transform_algorithm='omp', transform_n_nonzero_coefs=None, transform_alpha=None, split_sign=False, n_jobs=1","[('dictionary', None), ('transform_algorithm', ""'omp'""), ('transform_n_nonzero_coefs', 'None'), ('transform_alpha', 'None'), ('split_sign', 'False'), ('n_jobs', '1')]",SparseCoder,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparseCoder.html#sklearn.decomposition.SparseCoder,sklearn.decomposition,Matrix Decomposition
40,"['n_components', 'alpha', 'max_iter', 'tol', 'fit_algorithm', 'transform_algorithm', 'transform_n_nonzero_coefs', 'transform_alpha', 'split_sign', 'n_jobs', 'code_init', 'dict_init', 'verbose :', 'random_state']","['n_components : int,', 'alpha : float,', 'max_iter : int,', 'tol : float,', ""fit_algorithm : {'lars', 'cd'}"", ""transform_algorithm : {'lasso_lars', 'lasso_cd', 'lars', 'omp',     'threshold'}"", 'transform_n_nonzero_coefs : int, 0.1 * n_features by default', 'transform_alpha : float, 1. by default', 'split_sign : bool, False by default', 'n_jobs : int,', 'code_init : array of shape (n_samples, n_components),', 'dict_init : array of shape (n_components, n_features),', 'verbose : :', 'random_state : int or RandomState']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'float'>"", None, None, ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>"", None, ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=None, alpha=1, max_iter=1000, tol=1e-08, fit_algorithm='lars', transform_algorithm='omp', transform_n_nonzero_coefs=None, transform_alpha=None, n_jobs=1, code_init=None, dict_init=None, verbose=False, split_sign=False, random_state=None","[('n_components', 'None'), ('alpha', '1'), ('max_iter', '1000'), ('tol', '1e-08'), ('fit_algorithm', ""'lars'""), ('transform_algorithm', ""'omp'""), ('transform_n_nonzero_coefs', 'None'), ('transform_alpha', 'None'), ('n_jobs', '1'), ('code_init', 'None'), ('dict_init', 'None'), ('verbose', 'False'), ('split_sign', 'False'), ('random_state', 'None')]",DictionaryLearning,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.DictionaryLearning.html#sklearn.decomposition.DictionaryLearning,sklearn.decomposition,Matrix Decomposition
41,"['n_components', 'alpha', 'n_iter', 'fit_algorithm', 'transform_algorithm', 'transform_n_nonzero_coefs', 'transform_alpha', 'split_sign', 'n_jobs', 'dict_init', 'verbose :', 'batch_size', 'shuffle', 'random_state']","['n_components : int,', 'alpha : float,', 'n_iter : int,', ""fit_algorithm : {'lars', 'cd'}"", ""transform_algorithm : {'lasso_lars', 'lasso_cd', 'lars', 'omp',     'threshold'}"", 'transform_n_nonzero_coefs : int, 0.1 * n_features by default', 'transform_alpha : float, 1. by default', 'split_sign : bool, False by default', 'n_jobs : int,', 'dict_init : array of shape (n_components, n_features),', 'verbose : :', 'batch_size : int,', 'shuffle : bool,', 'random_state : int or RandomState']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", None, None, ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'numpy.ndarray'>"", None, ""<type 'int'>"", ""<type 'bool'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=None, alpha=1, n_iter=1000, fit_algorithm='lars', n_jobs=1, batch_size=3, shuffle=True, dict_init=None, transform_algorithm='omp', transform_n_nonzero_coefs=None, transform_alpha=None, verbose=False, split_sign=False, random_state=None","[('n_components', 'None'), ('alpha', '1'), ('n_iter', '1000'), ('fit_algorithm', ""'lars'""), ('n_jobs', '1'), ('batch_size', '3'), ('shuffle', 'True'), ('dict_init', 'None'), ('transform_algorithm', ""'omp'""), ('transform_n_nonzero_coefs', 'None'), ('transform_alpha', 'None'), ('verbose', 'False'), ('split_sign', 'False'), ('random_state', 'None')]",MiniBatchDictionaryLearning,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchDictionaryLearning.html#sklearn.decomposition.MiniBatchDictionaryLearning,sklearn.decomposition,Matrix Decomposition
42,"['n_topics', 'doc_topic_prior', 'topic_word_prior', 'learning_method', 'learning_decay', 'learning_offset', 'max_iter', 'total_samples', 'batch_size', 'evaluate_every', 'perp_tol', 'mean_change_tol', 'max_doc_update_iter', 'n_jobs', 'verbose', 'random_state']","['n_topics : int, optional (default=10)', 'doc_topic_prior : float, optional (default=None)', 'topic_word_prior : float, optional (default=None)', ""learning_method : 'batch' | 'online', default='online'"", 'learning_decay : float, optional (default=0.7)', 'learning_offset : float, optional (default=10.)', 'max_iter : integer, optional (default=10)', 'total_samples : int, optional (default=1e6)', 'batch_size : int, optional (default=128)', 'evaluate_every : int optional (default=0)', 'perp_tol : float, optional (default=1e-1)', 'mean_change_tol : float, optional (default=1e-3)', 'max_doc_update_iter : int (default=100)', 'n_jobs : int, optional (default=1)', 'verbose : int, optional (default=0)', 'random_state : int or RandomState instance or None, optional (default=None)']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", None, ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","n_topics=10, doc_topic_prior=None, topic_word_prior=None, learning_method='online', learning_decay=0.7, learning_offset=10.0, max_iter=10, batch_size=128, evaluate_every=-1, total_samples=1000000.0, perp_tol=0.1, mean_change_tol=0.001, max_doc_update_iter=100, n_jobs=1, verbose=0, random_state=None","[('n_topics', '10'), ('doc_topic_prior', 'None'), ('topic_word_prior', 'None'), ('learning_method', ""'online'""), ('learning_decay', '0.7'), ('learning_offset', '10.0'), ('max_iter', '10'), ('batch_size', '128'), ('evaluate_every', '-1'), ('total_samples', '1000000.0'), ('perp_tol', '0.1'), ('mean_change_tol', '0.001'), ('max_doc_update_iter', '100'), ('n_jobs', '1'), ('verbose', '0'), ('random_state', 'None')]",LatentDirichletAllocation,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation,sklearn.decomposition,Matrix Decomposition
43,"['strategy', 'random_state', 'constant']","['strategy : str', 'random_state : int seed, RandomState instance, or None (default)', 'constant : int or str or array of shape = [n_outputs]']","[""<type 'str'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'numpy.ndarray'>""]","strategy='stratified', random_state=None, constant=None","[('strategy', ""'stratified'""), ('random_state', 'None'), ('constant', 'None')]",DummyClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyClassifier.html#sklearn.dummy.DummyClassifier,sklearn.dummy,Dummy estimators
44,"['strategy', 'constant', 'quantile']","['strategy : str', 'constant : int or float or array of shape = [n_outputs]', 'quantile : float in [0.0, 1.0]']","[""<type 'str'>"", ""<type 'numpy.ndarray'>"", ""<type 'float'>""]","strategy='mean', constant=None, quantile=None","[('strategy', ""'mean'""), ('constant', 'None'), ('quantile', 'None')]",DummyRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyRegressor.html#sklearn.dummy.DummyRegressor,sklearn.dummy,Dummy estimators
45,"['base_estimator', 'n_estimators', 'learning_rate', 'algorithm', 'random_state']","['base_estimator : object, optional (default=DecisionTreeClassifier)', 'n_estimators : integer, optional (default=50)', 'learning_rate : float, optional (default=1.)', ""algorithm : {'SAMME', 'SAMME.R'}, optional (default='SAMME.R')"", 'random_state : int, RandomState instance or None, optional (default=None)']","[""<type 'object'>"", ""<type 'int'>"", ""<type 'float'>"", None, ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","base_estimator=None, n_estimators=50, learning_rate=1.0, algorithm='SAMME.R', random_state=None","[('base_estimator', 'None'), ('n_estimators', '50'), ('learning_rate', '1.0'), ('algorithm', ""'SAMME.R'""), ('random_state', 'None')]",AdaBoostClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostClassifier.html#sklearn.ensemble.AdaBoostClassifier,sklearn.ensemble,Ensemble Methods
46,"['base_estimator', 'n_estimators', 'learning_rate', 'loss', 'random_state']","['base_estimator : object, optional (default=DecisionTreeRegressor)', 'n_estimators : integer, optional (default=50)', 'learning_rate : float, optional (default=1.)', ""loss : {'linear', 'square', 'exponential'}, optional (default='linear')"", 'random_state : int, RandomState instance or None, optional (default=None)']","[""<type 'object'>"", ""<type 'int'>"", ""<type 'float'>"", None, ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","base_estimator=None, n_estimators=50, learning_rate=1.0, loss='linear', random_state=None","[('base_estimator', 'None'), ('n_estimators', '50'), ('learning_rate', '1.0'), ('loss', ""'linear'""), ('random_state', 'None')]",AdaBoostRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostRegressor.html#sklearn.ensemble.AdaBoostRegressor,sklearn.ensemble,Ensemble Methods
47,"['base_estimator', 'n_estimators', 'max_samples', 'max_features', 'bootstrap', 'bootstrap_features', 'oob_score', 'warm_start', 'n_jobs', 'random_state', 'verbose']","['base_estimator : object or None, optional (default=None)', 'n_estimators : int, optional (default=10)', 'max_samples : int or float, optional (default=1.0)', 'max_features : int or float, optional (default=1.0)', 'bootstrap : boolean, optional (default=True)', 'bootstrap_features : boolean, optional (default=False)', 'oob_score : bool', 'warm_start : bool, optional (default=False)', 'n_jobs : int, optional (default=1)', 'random_state : int, RandomState instance or None, optional (default=None)', 'verbose : int, optional (default=0)']","[""(None, <type 'object'>)"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'int'>""]","base_estimator=None, n_estimators=10, max_samples=1.0, max_features=1.0, bootstrap=True, bootstrap_features=False, oob_score=False, warm_start=False, n_jobs=1, random_state=None, verbose=0","[('base_estimator', 'None'), ('n_estimators', '10'), ('max_samples', '1.0'), ('max_features', '1.0'), ('bootstrap', 'True'), ('bootstrap_features', 'False'), ('oob_score', 'False'), ('warm_start', 'False'), ('n_jobs', '1'), ('random_state', 'None'), ('verbose', '0')]",BaggingClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html#sklearn.ensemble.BaggingClassifier,sklearn.ensemble,Ensemble Methods
